Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - Finsolio,https://www.crunchbase.com/funding_round/finanzmakler-online-gmbh-seed--cbaa6326,"Banking, Consumer Software, Finance, FinTech, Information Technology, Real Estate, SaaS, Software",,,,,,Seed,2022-06-01,,,,Finsolio,https://www.crunchbase.com/organization/finanzmakler-online-gmbh,"Dresden, Sachsen, Germany, Europe","SaaS, Fintech, B2B, B2B2C, Dresden, Germany",https://www.finsolio.de,Seed,1,,,,Yes,Seed,
Pre Seed Round - Justhome,https://www.crunchbase.com/funding_round/justhome-pre-seed--a095c0ea,"Finance, Financial Services",,Loric Ventures,,,,Pre-Seed,2022-01-01,,,,Justhome,https://www.crunchbase.com/organization/justhome,"Berlin, Berlin, Germany, Europe",Justhome operates as a home financing platform.,https://justhome.co/en,Seed,2,3300000,EUR,3312594,Yes,Seed,1
Seed Round - sento.io,https://www.crunchbase.com/funding_round/sento-io-seed--190589c3,Information Technology,Insight Partners,"Discovery Ventures, Insight Partners, Jan Deepen, Operator Partners, Picus Capital, Stefan Jeschonnek",9000000,EUR,9341003,Seed,2022-05-12,,,,sento.io,https://www.crunchbase.com/organization/sento-io,"München, Bayern, Germany, Europe",sento.io builds infrastructure to enable effortless B2B data exchange,https://sento.io/,Seed,2,11000000,EUR,11607762,Yes,Seed,6
Pre Seed Round - Relynk,https://www.crunchbase.com/funding_round/relynk-pre-seed--4cea8f21,"Commercial Real Estate, Data Integration, Property Management, Software",Antler,Antler,125000,USD,125000,Pre-Seed,2022-06-06,,,,Relynk,https://www.crunchbase.com/organization/relynk,"Oslo, Oslo, Norway, Europe",The One API to unlock the power of a building’s real-time data,https://www.relynk.io/,Seed,2,625604,USD,625604,Yes,Seed,1
Seed Round - luca,https://www.crunchbase.com/funding_round/lucaapp-seed--3b5d7ed4,"Apps, Consumer Applications, Hospitality, Internet","Target Global, The Delta","Motive Ventures, Target Global, The Delta",33000000,USD,33000000,Seed,2022-04-14,,,,luca,https://www.crunchbase.com/organization/lucaapp,"Stuttgart, Baden-Wurttemberg, Germany, Europe","Luca is a platform that allows users to find and book restaurants, cafés, and other locations.",https://www.luca-app.de,Seed,4,33000000,USD,33000000,Yes,,3
Seed Round - inne,https://www.crunchbase.com/funding_round/inne-seed--bf540408,"Biotechnology, Health Care, Wellness",,JVH Ventures,,,,Seed,2022-02-15,,,,inne,https://www.crunchbase.com/organization/inne,"Berlin, Berlin, Germany, Europe",Inne is a biotech startup building a hormone-based mini lab for women.,https://www.inne.io/,Seed,4,17340000,EUR,18906195,Yes,Early Stage Venture,1
Seed Round - Meisterwerk,https://www.crunchbase.com/funding_round/meisterwerk-seed--e03bcba5,"Apps, Construction, SaaS, Small and Medium Businesses, Software",Marcus Krüger,"Innovation Nest, Marcus Krüger, seed + speed Ventures, Signals Venture Capital, Speedinvest, Wecken & Cie.",2000000,EUR,2101931,Seed,2022-05-02,,,,Meisterwerk,https://www.crunchbase.com/organization/meisterwerk,"Berlin, Berlin, Germany, Europe","Meisterwerk provides a B2B SaaS operating system for SMB field service, solar/installation and craftsman companies.",https://meisterwerk.app,Seed,3,8650000,EUR,9329119,Yes,Early Stage Venture,6
Seed Round - foodforecast,https://www.crunchbase.com/funding_round/foodforecast-seed--f4c33417,"Artificial Intelligence (AI), Bakery, Food and Beverage, Machine Learning, Restaurants, Software",,,500000,EUR,528242,Seed,2022-06-22,,,,foodforecast,https://www.crunchbase.com/organization/foodforecast,"Cologne, Nordrhein-Westfalen, Germany, Europe",IT Software using Artificial Intelligence,https://foodforecast.com,Seed,2,3500000,EUR,3876453,Yes,Seed,
Seed Round - Bedrop,https://www.crunchbase.com/funding_round/bedrop-seed--0eef6d08,"Beauty, Dietary Supplements, E-Commerce, Wellness",,"Andre Sierek, Judith Williams, Marc Langner, Matthias Storch",,,,Seed,2022-02-21,,,,Bedrop,https://www.crunchbase.com/organization/bedrop,"Landau In Der Pfalz, Rheinland-Pfalz, Germany, Europe",Bedrop offers a natural beauty products.,https://bedrop.de/,Seed,1,,,,Yes,Seed,4
Pre Seed Round - Sense of Space,https://www.crunchbase.com/funding_round/sense-of-space-pre-seed--ca4fa4b4,"Information Technology, Messaging",,Startup Wise Guys,90000,EUR,94777,Pre-Seed,2022-06-21,,,,Sense of Space,https://www.crunchbase.com/organization/sense-of-space,"Helsinki, Southern Finland, Finland, Europe","Sense of Space develops cloud-based solutions for optimization, compression and streaming of 3D data in multiple devices and platforms.",https://senseofspace.io,Seed,5,575000,EUR,651800,Yes,Seed,1
Seed Round - Prematch,https://www.crunchbase.com/funding_round/prematch-seed--7691a5e8,"Mobile, Natural Language Processing, Soccer",,"Daniel Delonga, Felix Krause, Florian Fritsche, Hannes Winzer, Jörg Kattner, Marcus Erken, Ralf Reichert, Thorsten Wirth",1700000,EUR,1777808,Seed,2022-06-15,,,,Prematch,https://www.crunchbase.com/organization/prematch,"Köln, Nordrhein-Westfalen, Germany, Europe",Prematch is building the #1 platform for grassroots football.,https://www.prematchapp.de/?r=0,Seed,4,4100000,EUR,4420345,Yes,Seed,8
Pre Seed Round - PaketConcierge,https://www.crunchbase.com/funding_round/paketconcierge-pre-seed--d68ba250,Logistics,,XPRESS Ventures,,,,Pre-Seed,2022-02-16,,,,PaketConcierge,https://www.crunchbase.com/organization/paketconcierge,"Berlin, Berlin, Germany, Europe",PaketConcierge is a parcel delivery platform.,https://paketconcierge.de,Seed,1,,,,Yes,Seed,1
Seed Round - True Beauty,https://www.crunchbase.com/funding_round/true-beauty-seed--595292e2,"Beauty, Cosmetics, Manufacturing, Wellness",,468 Capital,,,,Seed,2022-03-22,,,,True Beauty,https://www.crunchbase.com/organization/true-beauty,"Munich, Bayern, Germany, Europe","True Beauty engages in the manufacture and supply of beauty, wellness, and personal care products.",https://tb-truebeauty.com/,Seed,1,,,,Yes,Seed,1
Seed Round - Refurbly,https://www.crunchbase.com/funding_round/refurbly-seed--6d938b85,"Consumer Electronics, E-Commerce, Telecommunications",,,5900000,SEK,572645,Seed,2022-07-01,,,,Refurbly,https://www.crunchbase.com/organization/refurbly,"Örebro, Orebro Lan, Sweden, Europe","Refurbished smartphones with a 2 year warranty, bundled with circular insurance and sustainable cellular plans.",https://refurbly.se,Seed,4,19750000,SEK,2008451,Yes,,
Pre Seed Round - Freshsound,https://www.crunchbase.com/funding_round/freshsound-pre-seed--71e88395,"Artificial Intelligence (AI), Music",,"Aligned Partners, Dara Gill, Gustav Nordlindh, Kim Fai Kok, Kristina Tunkrans, Marcus Konstantino, Shiv Prakash",1300000,EUR,1333380,Pre-Seed,2022-07-05,,,,Freshsound,https://www.crunchbase.com/organization/freshsound,"Stockholm, Stockholms Lan, Sweden, Europe",Freshsound is an entire new wave for professional storytellers and agencies to license original music using AI and human creativity.,https://freshsound.com/,Seed,2,3300000,EUR,3515809,Yes,Seed,7
Pre Seed Round - VeriPeri,https://www.crunchbase.com/funding_round/veriperi-pre-seed--9b120c82,"E-Commerce, E-Commerce Platforms",Antler,Antler,170000,EUR,187227,Pre-Seed,2022-03-10,,,,VeriPeri,https://www.crunchbase.com/organization/veriperi,"Berlin, Berlin, Germany, Europe","VeriPeri is a one-stop brand-building partner for the next generation of beauty, fashion, and lifestyle brands created by influencers.",https://www.veriperi.club,Seed,1,170000,EUR,187227,Yes,Seed,1
Pre Seed Round - Ori Solution,https://www.crunchbase.com/funding_round/ori-solution-pre-seed--ad1fd623,"Clean Energy, CleanTech, Energy, Renewable Energy, Sustainability, Wind Energy",,,250000,EUR,259472,Pre-Seed,2022-05-12,5000000,EUR,5189446,Ori Solution,https://www.crunchbase.com/organization/ori-solution,"Helsinki, Southern Finland, Finland, Europe",Ori Solution is a clean energy company that revolutionizes the conversion of kinetic fluid and gas energy to electrical energy.,https://www.orisolution.com,Seed,3,325000,EUR,341761,Yes,Seed,
Pre Seed Round - RoboMed,https://www.crunchbase.com/funding_round/robomed-pre-seed--c2293873,"Health Care, Health Diagnostics",,,100000,EUR,113740,Pre-Seed,2022-01-01,1000000,EUR,1137395,RoboMed,https://www.crunchbase.com/organization/robomed,"Helsinki, Southern Finland, Finland, Europe",RoboMed develops robotic capsules for endoscopy and biopsy of human GI supported VR.,https://robomed.fi/,Seed,4,185000,EUR,214393,Yes,Seed,
Seed Round - Huuva,https://www.crunchbase.com/funding_round/huuva-seed--2fb5c48e,"Food Delivery, Restaurants",General Catalyst,"General Catalyst, Ilkka Paananen, Illusian Founder Office, Laurel Bowden, Lifeline Ventures",4900000,EUR,5219134,Seed,2022-06-01,,,,Huuva,https://www.crunchbase.com/organization/huuva,"Helsinki, Southern Finland, Finland, Europe",The platform powering virtual restaurants.,https://huuva.io,Seed,2,5950000,EUR,6434457,Yes,Seed,5
Pre Seed Round - Rainmaker Society,https://www.crunchbase.com/funding_round/rainmakersociety-gmbh-pre-seed--56a2fba7,"Communities, Human Resources, Professional Networking",,Andreas Berger,,,,Pre-Seed,2022-03-28,,,,Rainmaker Society,https://www.crunchbase.com/organization/rainmakersociety-gmbh,"Berlin, Berlin, Germany, Europe","Rainmaker Society is a membership community for top jobs, coaching, and personal growth.",http://www.rainmakersociety.de?lang=en,Seed,1,,,,Yes,Seed,1
Pre Seed Round - HYLI,https://www.crunchbase.com/funding_round/hyli-pre-seed--fa1edf72,"Family, Legal Tech",,,125000,EUR,131746,Pre-Seed,2022-05-05,1500000,EUR,1580951,HYLI,https://www.crunchbase.com/organization/hyli,"Hamburg, Hamburg, Germany, Europe",HYLI is a platform that provides a solution to create and organize assets for digital end-of-life planning.,https://www.hyli.de,Seed,3,160000,EUR,172883,Yes,Seed,
Seed Round - We.Care,https://www.crunchbase.com/funding_round/we-care-seed--51f5bd7b,"Health Care, Internet, mHealth, Personal Health, Therapeutics",,The Aventures,,,,Seed,2022-05-18,,,,We.Care,https://www.crunchbase.com/organization/we-care,"Copenhagen, Hovedstaden, Denmark, Europe",We.Care operates an online platform that allows users to get psychological therapy.,https://we.care/en/,Seed,1,,,,Yes,Seed,1
Seed Round - Pnkfrg Studios,https://www.crunchbase.com/funding_round/pnkfrg-studios-seed--d01417bc,"Gaming, Mobile","Initial Capital, LVP","Fulgur Ventures, Initial Capital, Lightning Ventures, LVP, StillMark, Velo Partners",3000000,USD,3000000,Seed,2022-05-16,,,,Pnkfrg Studios,https://www.crunchbase.com/organization/pnkfrg-studios,"Berlin, Berlin, Germany, Europe",Pnkfrg Studios is a mobile gaming studio establishing a new gaming genre based on mash-ups of entertainment formats.,https://pnkfrg.com/,Seed,2,3000000,USD,3000000,Yes,Seed,6
Pre Seed Round - Logcast,https://www.crunchbase.com/funding_round/logcast-pre-seed--4d927b4a,"Internet, Software",,"Goodwater Capital, Rémi Tuyaerts",13000000,SEK,1303559,Pre-Seed,2022-05-08,,,,Logcast,https://www.crunchbase.com/organization/logcast,"Stockholm, Stockholms Lan, Sweden, Europe",Logcast is a voice technology company on a mission to connect all eight billion people on earth.,https://www.logcast.io,Seed,3,2839852,USD,2839852,Yes,Seed,2
Seed Round - Goodbytz,https://www.crunchbase.com/funding_round/goodbytz-seed--f04a074f,"Assistive Technology, Cooking, Robotics",,Oyster Bay Venture Capital,2500000,EUR,2751589,Seed,2022-03-23,,,,Goodbytz,https://www.crunchbase.com/organization/goodbytz,"Hamburg, Hamburg, Germany, Europe",Goodbytz creates intelligent robotic kitchen assistants that give chefs more time and creative freedom.,https://goodbytz.com/,Seed,2,14500000,EUR,15465595,Yes,Early Stage Venture,1
Pre Seed Round - Fryda,https://www.crunchbase.com/funding_round/fryda-pre-seed--08a46342,"E-Commerce, Information Technology, Shopping, Software",Antler,Antler,130000,USD,130000,Pre-Seed,2022-07-15,1125000,USD,1125000,Fryda,https://www.crunchbase.com/organization/fryda,"Stockholm, Stockholms Lan, Sweden, Europe",Fryda is a digital wallet for your valuable physical stuff. A worry-free sustainable post-shopping experience for people & businesses.,http://www.fryda.life,Seed,1,130000,USD,130000,Yes,Seed,1
Seed Round - Cyreen,https://www.crunchbase.com/funding_round/cyreen-seed--1f862ff2,"Advertising, Consulting, Fast-Moving Consumer Goods",,BM H Beteiligungs-Managementgesellschaft Hessen,,,,Seed,2022-06-08,,,,Cyreen,https://www.crunchbase.com/organization/cyreen,"Mainz-kastel, Hessen, Germany, Europe",Cyreen offers retail media solutions for stationary retailers and FMCG advertisers.,https://www.cyreen.de/,Seed,1,,,,Yes,Seed,1
Seed Round - Amie,https://www.crunchbase.com/funding_round/amie-0119-seed--d4305fc2,"Productivity Tools, Software",,Spark Capital,,,,Seed,2022-07-11,,,,Amie,https://www.crunchbase.com/organization/amie-0119,"Berlin, Berlin, Germany, Europe",The joyful productivity app,https://amie.so/,Seed,3,8300000,USD,8300000,Yes,Seed,1
Pre Seed Round - Tender Technology,https://www.crunchbase.com/funding_round/tender-fafb-pre-seed--30372b51,"Construction, Information Technology, Real Estate",,,1720000,SEK,190054,Pre-Seed,2022-01-01,,,,Tender Technology,https://www.crunchbase.com/organization/tender-fafb,"Stockholm, Stockholms Lan, Sweden, Europe",Let's Build something together,https://tender.red,Seed,2,2740000,SEK,287800,Yes,Seed,
Seed Round - Defigo,https://www.crunchbase.com/funding_round/defigo-seed--5db3be74,"Information Technology, Security, Software",,"Idekapital, MP Pension, Nunchi, PKH Pension fund",4400000,USD,4400000,Seed,2022-01-18,,,,Defigo,https://www.crunchbase.com/organization/defigo,"Oslo, Oslo, Norway, Europe","Defigo is a modern and user-friendly access control system that makes commercial and residential properties simpler, safer and smarter.",https://www.getdefigo.com/,Seed,6,9190860,USD,9190860,Yes,Seed,4
Seed Round - Garentii,https://www.crunchbase.com/funding_round/garentii-seed--dd1c0cc2,"Financial Services, FinTech, InsurTech, Real Estate",Greenlight Reinsurance,"Elkstone Capital Partners, Greenlight Reinsurance",1900000,EUR,2039484,Seed,2022-05-31,,,,Garentii,https://www.crunchbase.com/organization/garentii,"Munich, Bayern, Germany, Europe",Rent Deposit Insurance,https://garentii.com/de/,Seed,1,1900000,EUR,2039484,Yes,Seed,2
Seed Round - Reduced,https://www.crunchbase.com/funding_round/reduced-seed--e9f805c0,"Food and Beverage, Food Processing, Organic, Sustainability, Waste Management","Vaekstfonden, VÅR Ventures","Pollen Street Capital, Rockstart, Vaekstfonden, VÅR Ventures",2900000,EUR,3079671,Seed,2022-06-09,,,,Reduced,https://www.crunchbase.com/organization/reduced,"Copenhagen, Hovedstaden, Denmark, Europe",Reduced develops natural flavor enhancers from upcycled produce.,https://reduced.dk/,Seed,4,17285000,EUR,18875283,Yes,Early Stage Venture,4
Pre Seed Round - entire stories,https://www.crunchbase.com/funding_round/entire-stories-pre-seed--22c422e0,"E-Commerce, Marketing, Marketplace, Retail, Sustainability",,"Anna-Katharina Gussner, Arnd von Wedemeyer, Lasse Krüger, Myriam Kirschner, Sebastian Gronewold",250000,EUR,261442,Pre-Seed,2022-06-15,,,,entire stories,https://www.crunchbase.com/organization/entire-stories,"Wildeshausen, Niedersachsen, Germany, Europe",entire stories is a marketplace for sustainable fashion - enabling customers to make conscious buying decisions & brands to be visible.,https://www.entire-stories.com,Seed,1,250000,EUR,261442,Yes,Seed,5
Seed Round - Yaak Technologies ApS,https://www.crunchbase.com/funding_round/yaak-seed--57bd3ff3,"Artificial Intelligence (AI), Machine Learning, Simulation, Software","First Fellow Partners, Maki.vc","First Fellow Partners, Forward Venture Capital, Maki.vc, PSV",7300000,EUR,8295577,Seed,2022-02-17,,,,Yaak Technologies ApS,https://www.crunchbase.com/organization/yaak,"Berlin, Berlin, Germany, Europe","A unified workflow to search and uncover trends within petabytes of multimodal data, and build spatial intelligence.",https://www.yaak.ai,Seed,2,7300000,EUR,8295577,Yes,Seed,4
Pre Seed Round - Compular AB,https://www.crunchbase.com/funding_round/compular-ab-pre-seed--23a0e41b,"Analytics, SaaS, Simulation, Software Engineering",,Chalmers Ventures AB,4850000,SEK,491521,Pre-Seed,2022-05-03,,,,Compular AB,https://www.crunchbase.com/organization/compular-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe",Compular is a developer of an analytics-tool that can simulate and analyze the atomistic trajectories and molecular structures.,https://compulartech.com/,Seed,2,4900000,SEK,497316,Yes,Seed,1
Pre Seed Round - Finstep,https://www.crunchbase.com/funding_round/finstep-pre-seed--e365db2f,"EdTech, Education, FinTech",,,,,,Pre-Seed,2022-06-04,,,,Finstep,https://www.crunchbase.com/organization/finstep,"Hamburg, Hamburg, Germany, Europe","Mobile App, Financial Education for GenZ",https://finstep.de/,Seed,1,,,,Yes,Seed,
Seed Round - bunch,https://www.crunchbase.com/funding_round/bunch-technology-seed--012761d5,"Financial Services, FinTech, Software",Cherry Ventures,"Alexander Argyros, Cherry Ventures, Cristina Stenbeck, Discovery Ventures, Motive Ventures, Philipp Kloeckner, Philippe Teixeira da Mota",7300000,EUR,7394397,Seed,2022-07-26,,,,bunch,https://www.crunchbase.com/organization/bunch-technology,"Berlin, Berlin, Germany, Europe",bunch technology is the Operating System for private markets.,https://www.bunch.capital,Seed,2,22894397,USD,22894397,Yes,Early Stage Venture,7
